State Name,City Name,Year,Month,datetime,latitude,longitude,Road Type,Road Condition,Lighting Conditions,Weather Conditions,Traffic Control Presence,Driver Age,Driver Gender,driver_experience,Driver License Status,driver_speed_habit(km/h),Alcohol Involvement,Vehicle Type Involved,vehicle_condition,Accident Severity
Haryana,Panipat,2023,June,17-03-2023 02:46,29.87456124,76.39065212,National Highway,Damaged,Dawn,Stormy,Signals,25,Male,24 yr,No license,104,Yes,Truck,average,Minor
Karnataka,Hassan,2021,November,07-10-2021 00:30,15.14620249,76.09430379,State Highway,Damaged,Dawn,Rainy,Signals,42,Male,6 yr,Valid,79,Yes,Car,average,Minor
Karnataka,Shimoga,2020,March,16-12-2020 06:09,12.33191965,76.61593119,State Highway,Dry,Daylight,Hazy,Signals,57,Male,26 yr,Valid,83,Yes,Truck,good,Minor
Rajasthan,Bikaner,2019,November,03-10-2019 16:59,25.52999177,76.11140325,Village Road,Dry,Dark,Hazy,Police Checkpost,73,Female,11 yr,Expired,89,Yes,Cycle,average,Minor
Kerala,Thrissur-5,2020,March,19-03-2020 05:10,22.95583804,79.02815943,Village Road,Wet,Dusk,Clear,Signs,35,Female,3 yr,No license,77,Yes,Car,good,Minor
Tamil Nadu,East Port-50,2021,June,25-04-2021 04:18,9.83620581,76.77113811,State Highway,Dry,Daylight,Foggy,Signs,61,Male,9 months,Expired,86,No,Two-Wheeler,medium,Minor
Arunachal Pradesh,New District-41,2019,January,13-12-2019 21:51,34.10986573,71.28439857,National Highway,Dry,Dawn,Clear,Signals,34,Male,4 months,Valid,125,Yes,Truck,average,Minor
Maharashtra,Nashik,2021,September,16-06-2021 10:27,20.10484909,78.01174926,Urban Road,Wet,Dusk,Rainy,Signs,75,Male,5 months,Valid,15,No,Truck,medium,Minor
Jharkhand,Central District-50,2018,August,09-05-2018 07:09,14.22297519,70.96900769,State Highway,Dry,Dawn,Rainy,Signs,47,Female,2 months,Valid,84,Yes,Two-Wheeler,medium,Serious
Chandigarh,New Town-38,2021,August,15-08-2021 04:07,35.91015207,93.89739304,Urban Road,Dry,Dark,Foggy,Signals,72,Female,9 months,Valid,97,No,Two-Wheeler,medium,Serious
Delhi,East District-40,2019,December,06-04-2019 05:39,34.54447468,81.2133068,National Highway,Damaged,Dawn,Rainy,Signs,29,Male,23 yr,Valid,12,Yes,Two-Wheeler,medium,Minor
Karnataka,Bangalore,2020,July,09-01-2020 02:50,11.72054104,77.3503844,National Highway,Damaged,Dawn,Foggy,Police Checkpost,53,Female,4 months,Valid,61,Yes,Pedestrian,average,Minor
Delhi,South Town-20,2018,June,29-12-2018 19:19,12.80738266,95.91928087,State Highway,Dry,Daylight,Hazy,Signals,52,Female,1 months,Valid,83,Yes,Cycle,bad,Serious
Tamil Nadu,Tiruchirappalli,2020,October,22-12-2020 06:43,9.11724325,77.19802997,National Highway,Dry,Dark,Stormy,Signs,63,Female,10 yr,Valid,134,No,Bus,good,Minor
Maharashtra,Pune,2023,June,20-12-2023 03:37,21.61523912,75.70857983,State Highway,Under Construction,Daylight,Foggy,Signs,79,Male,8 months,Valid,74,No,Auto-Rickshaw,bad,Minor
Haryana,Panipat-15,2022,October,11-10-2022 01:04,23.03204822,79.04217364,Urban Road,Dry,Dusk,Stormy,Police Checkpost,48,Male,14 yr,Expired,61,No,Truck,poor,Serious
Haryana,Panipat,2020,June,17-09-2020 05:31,27.96233138,77.58375389,National Highway,Dry,Dark,Hazy,Signs,68,Male,4 yr,Expired,85,Yes,Bus,good,Fatal
Jammu and Kashmir,Baramulla-5,2023,January,08-01-2023 01:18,33.82239181,76.60679611,State Highway,Damaged,Dark,Stormy,Signs,30,Male,12 yr,Valid,98,Yes,Two-Wheeler,medium,Fatal
Assam,West Port-28,2022,July,01-08-2022 12:18,26.83141669,94.16238164,State Highway,Dry,Dark,Stormy,Police Checkpost,73,Male,8 months,Valid,81,No,Two-Wheeler,good,Serious
Telangana,West Town-30,2020,June,14-05-2020 09:29,15.5651332,78.09438285,Village Road,Dry,Dawn,Rainy,Police Checkpost,53,Female,19 yr,Valid,77,Yes,Truck,average,Minor
Uttarakhand,Nainital-12,2019,June,12-06-2019 02:45,23.03273003,79.03274939,State Highway,Damaged,Daylight,Rainy,Police Checkpost,65,Female,1 yr,Valid,147,Yes,Two-Wheeler,good,Minor
Bihar,South District-49,2018,April,29-07-2018 13:06,12.59199108,91.63758316,Village Road,Damaged,Daylight,Clear,Signals,52,Male,13 yr,Valid,124,Yes,Auto-Rickshaw,bad,Serious
Uttar Pradesh,Ghaziabad-6,2022,May,11-05-2022 03:50,26.86462594,80.92313451,Village Road,Wet,Dawn,Foggy,Signs,50,Female,5 months,Valid,66,No,Truck,bad,Minor
Nagaland,Central Port-13,2023,August,03-09-2023 18:11,21.46681055,74.33771753,Village Road,Under Construction,Dawn,Rainy,Signs,21,Female,26 yr,Valid,75,Yes,Cycle,good,Minor
West Bengal,South Town-16,2020,April,12-05-2020 17:28,13.22466487,71.64442922,Urban Road,Wet,Dusk,Foggy,Signs,55,Female,6 yr,Valid,99,Yes,Cycle,bad,Fatal
Nagaland,South Town-7,2022,June,30-09-2022 03:00,26.76909888,83.68089899,Village Road,Dry,Dawn,Rainy,Signs,33,Female,22 yr,Valid,59,Yes,Car,medium,Minor
Punjab,Amritsar,2022,February,02-04-2022 06:32,31.10730916,75.68948847,Urban Road,Wet,Dark,Hazy,Signals,29,Female,12 yr,Expired,23,No,Cycle,average,Minor
Delhi,Dwarka-5,2018,January,03-01-2018 13:21,22.99414775,79.03962326,State Highway,Damaged,Dark,Foggy,Signs,52,Female,8 months,No license,25,Yes,Pedestrian,good,Minor
Haryana,Gurugram-16,2020,August,09-08-2020 15:30,23.03661476,78.96243337,Village Road,Damaged,Dawn,Clear,Police Checkpost,27,Male,13 yr,No license,51,Yes,Auto-Rickshaw,medium,Minor
Uttar Pradesh,South District-18,2018,August,05-11-2018 04:37,18.32114349,91.79621783,National Highway,Wet,Daylight,Rainy,Signals,33,Female,11 months,Valid,119,Yes,Car,average,Fatal
Telangana,Karimnagar,2021,November,23-05-2021 12:24,18.36573793,79.4661447,State Highway,Wet,Dusk,Stormy,Signals,19,Female,8 months,No license,31,Yes,Truck,good,Serious
Haryana,Hisar,2022,April,01-06-2022 11:22,27.92281185,76.51517649,Urban Road,Wet,Dark,Stormy,Signals,80,Male,13 yr,Expired,77,Yes,Cycle,medium,Minor
West Bengal,Kolkata-8,2018,July,08-07-2018 03:07,22.97537995,79.03101633,State Highway,Dry,Dusk,Clear,Signals,49,Female,7 months,Valid,28,No,Car,medium,Minor
Sikkim,South City-12,2021,June,11-06-2021 10:37,20.78037555,68.87545284,Urban Road,Under Construction,Dusk,Hazy,Signs,29,Male,8 months,Valid,75,Yes,Cycle,average,Serious
Sikkim,West Port-19,2023,June,15-02-2023 17:06,20.29538859,73.22348699,Urban Road,Dry,Dawn,Stormy,Signals,20,Female,12 yr,Valid,82,Yes,Car,good,Fatal
Assam,East District-12,2019,March,30-12-2019 07:28,21.06031142,85.80597681,National Highway,Dry,Daylight,Stormy,Police Checkpost,34,Male,1 yr,Valid,63,No,Bus,good,Minor
West Bengal,Siliguri-6,2021,October,06-10-2021 03:52,22.95756884,78.96289996,National Highway,Wet,Daylight,Hazy,Signals,54,Male,15 yr,No license,121,Yes,Two-Wheeler,average,Fatal
Nagaland,North City-27,2020,June,19-12-2020 08:53,27.26891539,90.92054791,Village Road,Wet,Daylight,Stormy,Signals,27,Female,6 months,Valid,27,No,Truck,good,Minor
Puducherry,West Port-48,2019,June,01-10-2019 21:51,13.9316046,84.6928553,Village Road,Wet,Daylight,Foggy,Signs,56,Male,11 yr,Valid,126,Yes,Truck,good,Serious
Andhra Pradesh,Nellore-16,2020,May,28-05-2020 18:02,23.00205888,79.00142786,Urban Road,Wet,Dark,Hazy,Police Checkpost,44,Male,12 yr,No license,94,Yes,Truck,average,Minor
Maharashtra,Mumbai,2019,November,25-04-2019 01:37,16.90544515,79.89625301,Urban Road,Damaged,Dawn,Rainy,Police Checkpost,38,Female,26 yr,Expired,148,Yes,Two-Wheeler,medium,Minor
Punjab,Jalandhar,2019,November,24-12-2019 07:56,29.95368411,74.05153636,Urban Road,Under Construction,Dusk,Stormy,Signs,21,Female,25 yr,Valid,48,Yes,Car,medium,Minor
Bihar,North District-27,2019,September,20-08-2019 07:20,33.66387731,76.02880482,National Highway,Damaged,Dusk,Stormy,Signals,68,Male,11 months,Valid,114,No,Truck,medium,Minor
Haryana,Gurgaon,2023,November,19-07-2023 07:02,28.40938725,76.31928425,Urban Road,Dry,Dark,Clear,Signals,74,Female,5 months,Valid,77,Yes,Two-Wheeler,poor,Minor
Chandigarh,North Town-27,2019,August,07-12-2019 17:42,10.79094549,80.9278071,Village Road,Dry,Dusk,Rainy,Signals,40,Female,20 yr,Expired,34,Yes,Two-Wheeler,bad,Minor
Sikkim,Mangan-26,2018,May,01-05-2018 00:17,27.57911569,88.48577217,National Highway,Wet,Daylight,Foggy,Police Checkpost,65,Male,9 months,Valid,132,Yes,Pedestrian,bad,Minor
Meghalaya,Central District-50,2020,April,13-12-2020 21:30,27.01746062,91.22016357,State Highway,Dry,Dawn,Stormy,Signs,78,Male,7 months,Valid,130,Yes,Pedestrian,poor,Serious
Tamil Nadu,Madurai,2023,April,21-12-2023 09:27,8.35208529,79.70890474,National Highway,Dry,Daylight,Foggy,Signals,65,Male,9 months,Valid,70,Yes,Cycle,medium,Minor
Puducherry,West District-6,2020,February,05-11-2020 20:26,30.98787687,73.08030269,Village Road,Dry,Dark,Foggy,Signals,21,Female,22 yr,Valid,109,Yes,Cycle,average,Fatal
Madhya Pradesh,Central City-25,2018,January,12-08-2018 20:11,22.4380566,80.29745442,State Highway,Wet,Dark,Hazy,Signs,54,Female,12 yr,Valid,60,Yes,Bus,bad,Serious
Chhattisgarh,Rajnandgaon-3,2018,April,10-04-2018 06:33,21.27831673,81.8568243,State Highway,Dry,Dusk,Foggy,Signals,32,Male,8 months,Valid,107,Yes,Bus,average,Serious
West Bengal,Central Town-18,2022,June,29-09-2022 17:17,19.47542106,80.22849085,National Highway,Dry,Dark,Foggy,Police Checkpost,36,Male,8 months,Valid,146,Yes,Two-Wheeler,good,Fatal
Nagaland,South Town-39,2021,March,09-03-2021 23:57,14.13509702,77.33384948,State Highway,Wet,Dusk,Foggy,Police Checkpost,79,Female,21 yr,No license,11,Yes,Bus,poor,Fatal
Assam,South District-37,2019,May,02-02-2019 00:08,19.62674494,83.02830988,Urban Road,Wet,Dusk,Hazy,Police Checkpost,56,Male,9 months,Valid,14,No,Truck,medium,Fatal
Assam,South City-16,2020,April,21-04-2020 02:40,10.71579172,78.58609913,National Highway,Damaged,Dusk,Stormy,Signs,56,Female,4 yr,Valid,95,Yes,Two-Wheeler,bad,Fatal
Chhattisgarh,Durg-15,2018,January,15-01-2018 08:45,21.3244022,81.88549572,Urban Road,Damaged,Dawn,Stormy,Signs,37,Female,15 yr,Valid,142,Yes,Bus,poor,Serious
Telangana,Karimnagar,2023,March,27-12-2023 10:22,15.97772938,78.06591671,Urban Road,Damaged,Dawn,Rainy,Signs,21,Male,18 yr,Valid,77,Yes,Car,bad,Serious
Bihar,East Town-11,2021,October,15-06-2021 04:20,17.07162323,89.77921549,Village Road,Wet,Dawn,Stormy,Signals,73,Male,26 yr,No license,18,No,Cycle,bad,Minor
Goa,South City-32,2023,April,07-01-2023 06:36,30.58081581,92.22960811,Urban Road,Wet,Dark,Hazy,Police Checkpost,29,Female,4 yr,Valid,102,Yes,Car,good,Minor
Kerala,Thiruvananthapuram-14,2019,December,26-12-2019 03:10,22.97376102,79.02305971,Village Road,Wet,Daylight,Foggy,Signs,62,Male,2 yr,Valid,147,Yes,Two-Wheeler,good,Serious
Gujarat,Rajkot,2021,August,24-10-2021 23:11,21.68538791,68.23612337,National Highway,Under Construction,Dusk,Hazy,Signals,56,Male,3 months,Valid,134,Yes,Truck,bad,Minor
Haryana,North City-10,2020,August,24-09-2020 02:22,28.8386591,76.33789197,National Highway,Wet,Dusk,Rainy,Signs,54,Male,10 yr,Valid,70,Yes,Two-Wheeler,average,Serious
Punjab,Jalandhar,2021,March,31-12-2021 13:41,29.95837981,73.61704877,National Highway,Dry,Dark,Stormy,Police Checkpost,67,Female,8 yr,No license,60,Yes,Bus,medium,Fatal
Gujarat,Surat,2019,May,10-11-2019 16:25,22.10540708,73.82163127,National Highway,Damaged,Dark,Hazy,Signs,78,Female,26 yr,Valid,19,Yes,Two-Wheeler,bad,Fatal
Haryana,Panipat,2023,May,15-08-2023 10:21,27.77185908,76.3829306,State Highway,Wet,Dawn,Foggy,Police Checkpost,71,Female,1 months,Valid,143,Yes,Truck,good,Minor
Jharkhand,West Town-34,2018,September,13-01-2018 09:12,23.12708289,76.34621847,Village Road,Wet,Dark,Hazy,Police Checkpost,44,Female,2 months,Valid,71,Yes,Truck,good,Serious
Maharashtra,Central City-26,2020,February,07-02-2020 03:11,17.36288467,78.32876825,Urban Road,Wet,Dark,Rainy,Signals,30,Female,10 months,Valid,122,Yes,Bus,medium,Minor
Uttar Pradesh,East Port-31,2023,October,09-03-2023 16:31,14.40171658,93.28970783,State Highway,Wet,Dawn,Foggy,Signs,44,Female,4 months,No license,142,Yes,Truck,medium,Fatal
Tamil Nadu,Kanyakumari,2018,August,24-03-2018 15:16,8.99293989,76.98866634,Urban Road,Wet,Dark,Stormy,Signals,50,Male,9 yr,Valid,131,Yes,Truck,poor,Serious
Punjab,Patiala-2,2020,January,19-01-2020 08:09,23.01288602,78.98435777,State Highway,Wet,Dusk,Stormy,Signs,52,Male,11 yr,Expired,132,Yes,Truck,medium,Minor
Andhra Pradesh,Visakhapatnam,2021,May,02-03-2021 04:07,17.61749632,79.62262525,Urban Road,Dry,Dusk,Rainy,Police Checkpost,47,Female,8 yr,Valid,72,No,Two-Wheeler,medium,Minor
Telangana,Hyderabad-53,2018,October,20-10-2018 10:13,22.98176419,78.97989257,State Highway,Damaged,Dusk,Rainy,Police Checkpost,70,Male,11 yr,Valid,120,Yes,Two-Wheeler,bad,Minor
Bihar,New City-23,2023,July,16-09-2023 02:28,11.05155442,69.75758911,State Highway,Dry,Dark,Stormy,Signals,51,Male,16 yr,Valid,98,Yes,Cycle,good,Fatal
Karnataka,Bangalore,2020,January,31-01-2020 04:31,16.01492124,78.19958918,State Highway,Wet,Dawn,Rainy,Signs,38,Male,11 yr,Valid,60,Yes,Two-Wheeler,average,Fatal
Jharkhand,Central Port-15,2022,May,09-03-2022 12:54,22.75499973,84.61356692,National Highway,Wet,Daylight,Clear,Signals,26,Female,18 yr,Valid,141,No,Bus,medium,Minor
Madhya Pradesh,Jabalpur,2023,March,10-03-2023 03:38,21.03027781,79.02337019,National Highway,Dry,Dawn,Foggy,Signals,49,Female,7 months,Valid,113,No,Two-Wheeler,average,Serious
Haryana,Faridabad,2023,December,15-10-2023 10:17,29.05683148,76.78106362,National Highway,Under Construction,Dark,Rainy,Signs,43,Male,5 yr,No license,132,No,Auto-Rickshaw,bad,Serious
West Bengal,West Town-14,2019,March,23-09-2019 10:15,10.45967089,94.79684639,State Highway,Under Construction,Dusk,Rainy,Signals,72,Female,7 yr,Valid,57,Yes,Bus,average,Minor
Sikkim,Gyalshing-19,2019,September,27-09-2019 07:05,27.49613215,88.46639239,Urban Road,Damaged,Daylight,Hazy,Signals,63,Female,2 yr,Valid,41,Yes,Pedestrian,medium,Minor
Tamil Nadu,Salem,2021,February,11-01-2021 16:11,9.86392455,76.38770256,Urban Road,Wet,Daylight,Rainy,Signs,53,Female,29 yr,Valid,129,No,Bus,poor,Fatal
Chandigarh,New District-50,2020,January,03-03-2020 09:12,24.63651087,90.5539496,National Highway,Under Construction,Dawn,Rainy,Signs,46,Male,11 months,Expired,108,No,Cycle,good,Fatal
Kerala,South City-12,2020,May,13-07-2020 21:24,15.26984577,80.29299242,State Highway,Dry,Daylight,Stormy,Signs,32,Male,3 months,Expired,83,No,Bus,medium,Fatal
Haryana,South Town-29,2023,October,12-04-2023 04:46,27.98741896,77.42766317,State Highway,Dry,Dawn,Clear,Signals,20,Female,8 months,Valid,43,No,Truck,average,Serious
Tamil Nadu,Tiruchirappalli,2020,June,10-01-2020 00:42,9.10776012,79.43541751,Village Road,Dry,Dark,Hazy,Signs,62,Male,25 yr,Expired,79,Yes,Two-Wheeler,average,Fatal
Sikkim,East District-14,2019,November,27-08-2019 07:12,32.95225555,85.43411679,Village Road,Dry,Daylight,Clear,Signals,47,Female,10 months,No license,119,Yes,Truck,average,Serious
Maharashtra,East Town-3,2023,July,02-08-2023 01:27,18.52802275,77.06414498,Village Road,Dry,Dawn,Clear,Signs,47,Female,24 yr,Valid,25,No,Car,medium,Serious
Meghalaya,West Port-4,2023,March,08-04-2023 22:22,36.56607107,95.1679854,State Highway,Under Construction,Daylight,Stormy,Signals,74,Male,2 yr,Valid,68,No,Bus,bad,Fatal
Punjab,New District-28,2019,April,19-01-2019 13:49,30.32676314,75.24183229,State Highway,Damaged,Dusk,Stormy,Signals,51,Male,25 yr,Valid,28,Yes,Two-Wheeler,good,Minor
Rajasthan,North Town-32,2023,September,05-11-2023 10:22,27.66439667,70.51807,National Highway,Dry,Daylight,Rainy,Signals,76,Female,7 months,Valid,104,Yes,Truck,good,Minor
Haryana,Hisar,2020,May,02-11-2020 07:19,29.10576369,77.24392021,National Highway,Dry,Dark,Stormy,Signals,65,Female,9 months,Valid,122,Yes,Cycle,poor,Fatal
Goa,New City-45,2022,July,18-02-2022 09:30,25.12093085,69.65372094,National Highway,Dry,Daylight,Hazy,Signs,42,Female,28 yr,Valid,50,Yes,Two-Wheeler,poor,Serious
Karnataka,Hubli,2020,October,12-08-2020 00:13,16.71028742,77.31401762,Village Road,Dry,Dusk,Stormy,Police Checkpost,67,Female,3 yr,Valid,90,No,Car,poor,Fatal
Gujarat,Bharuch,2022,March,14-07-2022 20:29,20.16504596,70.79971126,State Highway,Wet,Daylight,Stormy,Signals,39,Female,4 yr,Valid,112,No,Pedestrian,average,Fatal
Rajasthan,Udaipur,2018,December,30-01-2018 20:55,29.70860418,75.42148234,State Highway,Under Construction,Daylight,Clear,Signals,61,Female,9 yr,No license,63,Yes,Cycle,poor,Fatal
Madhya Pradesh,Bhopal,2022,November,30-06-2022 19:24,24.70660048,77.70798334,Village Road,Dry,Daylight,Hazy,Signals,36,Male,26 yr,Valid,104,Yes,Car,average,Minor
Nagaland,Kohima-96,2020,May,13-05-2020 13:37,22.9700584,79.0286523,Village Road,Wet,Dark,Rainy,Signs,60,Female,3 months,Expired,71,Yes,Auto-Rickshaw,poor,Serious
Tripura,West Port-29,2019,January,14-09-2019 15:09,12.16253961,96.82081551,State Highway,Dry,Daylight,Stormy,Signs,63,Male,30 yr,Valid,108,Yes,Truck,bad,Minor
Telangana,Nizamabad,2021,December,08-07-2021 09:58,16.14409682,81.59009768,State Highway,Dry,Dawn,Stormy,Signs,47,Female,21 yr,Valid,102,Yes,Two-Wheeler,medium,Fatal
Uttar Pradesh,Kanpur-7,2022,November,01-11-2022 12:08,26.89479761,80.98730143,State Highway,Damaged,Daylight,Clear,Police Checkpost,54,Female,12 yr,Expired,74,Yes,Truck,average,Minor
Tamil Nadu,Nagercoil,2023,February,27-07-2023 19:10,10.06755927,79.91253093,Village Road,Dry,Dark,Stormy,Police Checkpost,60,Female,5 months,Valid,77,Yes,Cycle,good,Fatal
Madhya Pradesh,New Port-44,2018,July,25-06-2018 17:10,20.39298522,80.02339515,State Highway,Under Construction,Dawn,Hazy,Signs,23,Male,3 yr,Valid,37,No,Two-Wheeler,bad,Fatal
Mizoram,Aizawl-5,2020,June,12-06-2020 09:21,22.95487966,78.95976884,Village Road,Damaged,Dark,Stormy,Police Checkpost,18,Female,6 months,No license,27,Yes,Bus,poor,Minor
Meghalaya,New Town-6,2021,January,07-09-2021 19:10,31.44859181,70.64212461,National Highway,Dry,Daylight,Clear,Signs,71,Female,20 yr,Valid,35,Yes,Cycle,medium,Minor
Tamil Nadu,Chennai,2018,April,28-06-2018 22:45,10.95416947,78.94875459,Urban Road,Dry,Dusk,Rainy,Signs,65,Male,1 yr,Valid,113,No,Pedestrian,good,Minor
Nagaland,West City-16,2018,August,23-04-2018 21:18,8.31022708,83.41424574,Village Road,Wet,Dark,Clear,Police Checkpost,30,Male,1 yr,Valid,64,No,Cycle,bad,Fatal
Rajasthan,Jaipur,2020,December,13-01-2020 18:08,27.88142483,71.90601065,Village Road,Dry,Dusk,Foggy,Signs,51,Female,2 yr,Valid,128,Yes,Truck,poor,Serious
Rajasthan,Kota-9,2020,October,09-10-2020 23:42,26.97661479,74.24432319,National Highway,Wet,Dawn,Rainy,Signs,53,Male,1 yr,Valid,133,Yes,Bus,good,Serious
Chandigarh,South Port-34,2023,October,02-01-2023 13:33,18.20777434,68.5458701,Urban Road,Wet,Dusk,Clear,Signs,49,Female,15 yr,Valid,143,Yes,Truck,bad,Minor
Karnataka,Mysore,2023,August,05-03-2023 22:32,12.47430444,74.74403732,State Highway,Dry,Dark,Stormy,Signals,46,Male,12 yr,Valid,138,Yes,Bus,medium,Serious
Gujarat,Vadodara,2018,September,23-08-2018 07:20,21.44920461,73.27744661,State Highway,Dry,Dark,Hazy,Signs,21,Female,12 yr,Valid,17,Yes,Car,poor,Serious
Kerala,East City-24,2018,September,30-05-2018 02:32,8.57153097,88.79887097,State Highway,Wet,Dusk,Stormy,Police Checkpost,38,Female,12 yr,Valid,60,Yes,Auto-Rickshaw,medium,Minor
Manipur,Imphal-37,2019,November,12-11-2019 20:40,22.99465062,78.97876048,Village Road,Damaged,Daylight,Hazy,Signs,46,Female,13 yr,No license,94,No,Two-Wheeler,medium,Serious
Kerala,Thrissur-6,2023,February,03-02-2023 19:40,22.97780186,79.00204638,Village Road,Wet,Dark,Hazy,Signs,63,Male,12 yr,Expired,34,Yes,Two-Wheeler,poor,Serious
Telangana,Nizamabad,2022,June,02-11-2022 18:14,18.15397867,80.24881841,National Highway,Wet,Dark,Rainy,Signs,68,Male,10 months,Expired,92,No,Bus,poor,Serious
Punjab,Amritsar-19,2020,August,01-08-2020 04:49,23.04518058,78.95415133,Urban Road,Damaged,Dark,Stormy,Signs,50,Female,5 yr,Valid,102,Yes,Auto-Rickshaw,bad,Minor
Gujarat,Gandhinagar,2022,November,19-03-2022 23:50,24.30783979,70.85151343,Village Road,Dry,Daylight,Clear,Signals,35,Female,27 yr,Valid,126,Yes,Pedestrian,medium,Serious
Chandigarh,New Port-1,2021,December,08-02-2021 16:26,12.36530312,93.53550725,State Highway,Dry,Dusk,Foggy,Signs,28,Male,15 yr,No license,147,No,Two-Wheeler,good,Minor
Punjab,Ludhiana,2019,February,15-01-2019 15:00,29.69915546,73.51277085,State Highway,Dry,Daylight,Hazy,Signals,54,Female,28 yr,Valid,65,No,Bus,bad,Minor
Rajasthan,Jaipur,2023,April,11-09-2023 09:24,26.27331849,72.49335449,State Highway,Wet,Daylight,Hazy,Signals,63,Male,4 yr,Valid,21,Yes,Bus,medium,Minor
Assam,Silchar-5,2020,May,16-05-2020 20:02,23.01854956,79.01055241,State Highway,Wet,Dawn,Clear,Signs,55,Female,3 yr,Valid,129,Yes,Cycle,medium,Fatal
Gujarat,Vadodara,2018,July,04-04-2018 09:40,20.2130703,70.48114099,Urban Road,Wet,Dusk,Clear,Signals,52,Female,11 months,Expired,80,Yes,Truck,poor,Minor
Jammu and Kashmir,West Port-3,2022,August,06-09-2022 23:48,25.85002091,81.15912742,National Highway,Dry,Dark,Hazy,Police Checkpost,61,Male,6 yr,Expired,26,Yes,Truck,good,Fatal
Puducherry,Puducherry-14,2018,July,05-07-2018 00:52,23.04803038,78.95954568,Village Road,Dry,Dark,Clear,Signs,34,Male,13 yr,Valid,131,No,Auto-Rickshaw,good,Serious
Telangana,Hyderabad,2019,May,24-10-2019 05:19,18.16734172,80.8130029,National Highway,Wet,Dark,Clear,Signs,70,Male,10 yr,Valid,133,Yes,Truck,medium,Minor
Manipur,East Town-31,2020,March,17-03-2020 20:43,23.87669951,87.25944688,Village Road,Dry,Dawn,Rainy,Signs,60,Male,3 yr,Valid,19,No,Bus,good,Serious
Karnataka,Bangalore,2018,March,19-03-2018 15:18,16.66685211,78.49565717,Village Road,Wet,Dark,Foggy,Signs,60,Male,17 yr,Valid,40,No,Bus,medium,Serious
Maharashtra,Mumbai,2021,January,17-10-2021 19:59,16.40679232,74.04761024,National Highway,Wet,Dawn,Rainy,Police Checkpost,23,Male,8 months,Valid,69,No,Bus,bad,Minor
